Programme Name,University Name,Location,Programme Code,Cut-off 2017,Cut-off 2018,Cut-off 2019,Cut-off 2020,Cut-off 2021,Cut-off 2022,Cut-off 2023
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS),UNIVERSITY OF ELDORET,Uasin Gishu County,1114216,,,,,17.459,16.974,15.864
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS,LAIKIPIA UNIVERSITY,Unknown,1176216,,24.796,25.667,16.791,17.459,16.974,15.864
"BACHELOR OF SCIENCE ( AGRICULTURAL ECONOMICS, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229216,26.186,27.36,26.353,16.791,17.459,16.974,15.864
BACHELOR OF SCIENCE (AGRICULTURAL ECONOMICS),UNIVERSITY OF EMBU,Unknown,1093216,,,,,,,
"BACHELOR OF SCIENCE ( AGRICULTURAL ECONOMICS, WITH IT)",TOM MBOYA UNIVERSITY,Homa Bay County,1515216,,22.979,24.691,16.791,17.459,16.974,15.864
BACHELOR OF AGRICULTURAL ECONOMICS AND MARKETING,CO-OPERATIVE UNIVERSITY OF KENYA,Nairobi County,1080216,,,,,17.459,16.974,15.864
BACHELOR OF SCIENCE (CLOTHING TEXTILE & INTERIOR DESIGN),EGERTON UNIVERSITY,Nakuru County,1057217,27.136,28.878,29.298,27.858,17.459,27.736,23.553
BACHELOR OF SCIENCE (FASHION DESIGN AND TEXTILE TECHNOLOGY),RONGO UNIVERSITY,Unknown,1073217,,22.458,21.449,16.791,17.459,24.279,15.864
BACHELOR OF SCIENCE (FASHION DESIGN & MARKETING),KENYATTA UNIVERSITY,Nairobi County,1111217,29.911,30.326,31.682,31.717,29.317,30.742,26.002
BACHELOR OF SCIENCE (APPAREL & FASHION TECHNOLOGY),UNIVERSITY OF ELDORET,Uasin Gishu County,1114217,25.663,25.705,25.515,25.12,17.459,25.015,15.864
BACHELOR OF SCIENCE IN FASHION DESIGN AND MARKETING,MACHAKOS UNIVERSITY,Machakos County,1170217,,22.099,21.834,21.921,17.459,22.648,15.864
"BACHELOR OF ARTS (TEXTILE, FASHION DESIGN AND MERCHANDISING, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229217,22.77,24.577,21.316,21.601,17.459,25.364,15.864
BACHELOR OF SCIENCE (FASHION DESIGN AND TEXTILE TECHNOLOGY),KIRINYAGA UNIVERSITY,Kirinyaga County,1079217,,22.397,22.288,21.712,17.459,17.388,15.864
BACHELOR OF SCIENCE (FASHION DESIGN AND TEXTILE TECHNOLOGY),"UNIVERSITY OF EASTERN AFRICA, BARATON",Unknown,1181217,,21.899,21.993,21.439,17.459,17.388,15.864
BACHELOR OF SCIENCE IN TEXTILE TECHNOLOGY & APPLIED FASHION DESIGN,SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166217,,,,16.791,17.459,17.388,15.864
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF SCIENCE (ECOTOURISM & HOSPITALITY MANAGEMENT),EGERTON UNIVERSITY,Nakuru County,1057223,25.236,26.259,26.621,22.361,26.373,27.769,27.305
BACHELOR OF ECOTOURISM AND HOSPITALITY MANAGEMENT,KISII UNIVERSITY,Kisii County,1087223,,24.503,23.88,22.361,22.544,23.021,21.375
BACHELOR OF SCIENCE IN ECOTOURISM,CHUKA UNIVERSITY,Tharaka-Nithi County,1105223,25.073,24.483,25.01,22.361,24.647,26.382,24.837
"BACHELOR OF SCIENCE (ECO-TOURISM, HOTEL AND INSTITUTION MANAGEMENT, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229223,24.586,25.911,,,,,27.327
"BACHELOR OF SCIENCE (ECO-TOURISM, HOTEL AND INSTITUTION MANAGEMENT, WITH IT)",TOM MBOYA UNIVERSITY,Homa Bay County,1515223,,24.612,24.182,22.361,22.544,22.817,21.375
"BACHELOR OF SCIENCE (ECO-TOURISM, HOTEL AND INSTITUTION MANAGEMENT, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229387,,,26.277,,,,
BACHELOR OF SCIENCE IN ECOTOURISM,THARAKA UNIVERSITY,Tharaka-Nithi County,1685223,,,28.934,,,,
BACHELOR OF TOURISM AND HOSPITALITY MANAGEMENT,RONGO UNIVERSITY,Unknown,1073223,,,,,,22.353,22.999
BACHELOR OF SCIENCE (INSTRUMENTATION & CONTROL ENGINEERING),EGERTON UNIVERSITY,Nakuru County,1057230,34.317,36.276,36.79,35.48,16.787,15.982,15.683
BACHELOR OF SCIENCE (INSTRUMENTATION & CONTROL),MULTIMEDIA UNIVERSITY OF KENYA,Nairobi County,1164230,,28.028,32.522,33.439,16.787,15.982,15.683
BACHELOR OF PSYCHOLOGY,EGERTON UNIVERSITY,Nakuru County,1057238,25.976,27.105,30.308,29.965,27.928,30.523,27.232
BACHELOR OF PSYCHOLOGY,CHUKA UNIVERSITY,Tharaka-Nithi County,1105238,24.413,24.415,24.245,26.438,27.041,29.612,24.829
BACHELOR OF PSYCHOLOGY,LAIKIPIA UNIVERSITY,Unknown,1176238,,25.031,24.465,24.62,22.926,24.58,22.449
BACHELOR OF PSYCHOLOGY ( WITH IT),MASENO UNIVERSITY,Kisumu County,1229238,25.076,25.12,24.086,26.732,25.767,28.441,24.074
BACHELOR OF ARTS (PSYCHOLOGY),THARAKA UNIVERSITY,Tharaka-Nithi County,1685238,,,,24.695,,,
BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),EGERTON UNIVERSITY,Nakuru County,1057239,26.393,26.558,27.222,27.98,23.855,26.662,22.449
BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),CHUKA UNIVERSITY,Tharaka-Nithi County,1105239,25.372,24.069,23.741,26.526,22.926,26.217,22.449
BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),LAIKIPIA UNIVERSITY,Unknown,1176239,,24.721,24.666,24.677,22.926,22.916,22.449
BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),MOUNT KENYA UNIVERSITY,Kiambu County,1279239,,,,,,,
BACHELOR OF COMMUNITY DEVELOPMENT,CO-OPERATIVE UNIVERSITY OF KENYA,Nairobi County,1080239,,24.601,23.925,24.929,22.926,25.098,22.449
BACHELOR OF SCIENCE (COMMUNITY DEVELOPMENT),THARAKA UNIVERSITY,Tharaka-Nithi County,1685239,,24.972,24.509,24.595,22.926,22.916,22.449
"BACHELOR OF ARTS (GENDER, WOMEN AND DEVELOPMENT STUDIES)",EGERTON UNIVERSITY,Nakuru County,1057304,27.008,24.962,24.925,24.336,22.926,22.916,22.449
BACHELOR OF ARTS (HISTORY & ECONOMICS),EGERTON UNIVERSITY,Nakuru County,1057342,23.65,23.925,23.989,20.048,20.1,19.914,18.831
BACHELOR OF ARTS (HISTORY AND ECONOMICS),LAIKIPIA UNIVERSITY,Unknown,1176342,,,,,,,
BACHELOR OF ARTS IN HISTORY AND ECONOMICS,CHUKA UNIVERSITY,Tharaka-Nithi County,1105342,,24.292,24.698,20.048,20.1,19.914,18.831
BACHELOR OF SCIENCE (DAIRY TECHNOLOGY & MANAGEMENT),EGERTON UNIVERSITY,Nakuru County,1057345,26.589,27.95,28.811,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (AGRICULTURE & HUMAN ECOLOGY EXTENSION),EGERTON UNIVERSITY,Nakuru County,1057346,33.005,25.084,24.364,24.734,17.459,25.432,15.864
BACHELOR OF SCIENCE (APPLIED AQUATIC SCIENCE),EGERTON UNIVERSITY,Nakuru County,1057347,,28.676,41.048,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (APPLIED AQUATIC SCIENCE),KISII UNIVERSITY,Kisii County,1087347,,,26.623,16.791,17.459,17.043,15.864
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF SCIENCE (AQUATIC SCIENCE),SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166347,,,,,,,
BACHELOR OF SCIENCE (NATURAL RESOURCES MANAGEMENT),EGERTON UNIVERSITY,Nakuru County,1057348,,29.269,26.093,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE IN NATURAL RESOURCE MANAGEMENT,KISII UNIVERSITY,Kisii County,1087348,,30.657,25.256,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (NATURAL RESOURCES MANAGEMENT),CHUKA UNIVERSITY,Tharaka-Nithi County,1105348,26.354,28.358,29.32,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (NATURAL RESOURCE MANAGEMENT),UNIVERSITY OF ELDORET,Uasin Gishu County,1114348,,,29.126,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE IN NATURAL RESOURCES,KARATINA UNIVERSITY,Nyeri County,1244348,,,26.349,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (NATURAL RESOURCE MANAGEMENT),AFRICA NAZARENE UNIVERSITY,Unknown,1078348,,,,,,,
BACHELOR OF SCIENCE (NATURAL RESOURCES MANAGEMENT),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082348,,30.391,34.987,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE (NATURAL RESOURCE MANAGEMENT),GARISSA UNIVERSITY,Garissa County,1096348,,23.794,,,,,
BACHELOR OF SCIENCE IN NATURAL RESOURCE MANAGEMENT,TURKANA UNIVERSITY COLLEGE,Unknown,1570348,,,,16.791,,17.043,15.864
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION & EXTENSION),EGERTON UNIVERSITY,Nakuru County,1057417,26.969,30.905,32.915,33.914,30.468,32.271,31.668
BACHELOR OF SCIENCE (AGRICULTURAL EXTENSION AND EDUCATION),RONGO UNIVERSITY,Unknown,1073417,,23.256,24.121,16.791,17.459,22.531,24.326
BACHELOR OF SCIENCE (AGRICULTURE EDUCATION & EXTENSION),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082417,,23.418,25.365,29.193,29.678,28.269,23.795
BACHELOR OF SCIENCE IN AGRICULTURAL EDUCATION & EXTENSION,KISII UNIVERSITY,Kisii County,1087417,,24.266,25.317,16.791,25.981,25.479,23.556
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION),UNIVERSITY OF EMBU,Unknown,1093417,,23.775,24.668,16.791,17.459,17.043,21.858
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION),CHUKA UNIVERSITY,Tharaka-Nithi County,1105416,28.543,24.362,24.073,28.316,29.429,29.752,23.619
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION & EXTENSION),KIBABII UNIVERSITY,Unknown,1108417,26.042,24.71,25.34,16.791,26.457,27.661,23.641
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION & EXTENSION),KENYATTA UNIVERSITY,Nairobi County,1111417,,,25.505,31.114,30.962,30.714,27.979
BACHELOR OF SCIENCE (AGRICULTURE EDUCATION AND EXTENSION),PWANI UNIVERSITY,Unknown,1117417,,,,,17.459,24.25,21.858
BACHELOR OF AGRICULTURAL EDUCATION AND EXTENSION,MACHAKOS UNIVERSITY,Machakos County,1170417,,26.324,24.09,16.791,17.459,23.045,21.858
BACHELOR OF AGRICULTURAL EDUCATION & EXTENSION,LAIKIPIA UNIVERSITY,Unknown,1176417,,24.039,25.884,16.791,17.459,17.043,21.858
"BACHELOR OF SCIENCE (AGRICULTURE EDUCATION AND EXTENSION, WITH IT)",MASENO UNIVERSITY,Kisumu County,1229417,28.496,25.021,25.043,28.831,29.557,29.781,24.692
BACHELOR OF SCIENCE (AGRICULTURAL EDUCATION AND EXTENSION),UNIVERSITY OF NAIROBI,Nairobi County,1263417,27.712,24.829,30.405,31.358,31.833,28.915,26.761
BACHELOR OF SCIENCE IN AGRICULTURAL EDUCATION & EXTENSION,SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166415,,23.723,25.167,16.791,17.459,23.433,21.858
"BACHELOR OF SCIENCE (AGRICULTURE EDUCATION AND EXTENSION, WITH IT)",TOM MBOYA UNIVERSITY,Homa Bay County,1515417,,23.764,23.617,16.791,17.459,17.043,21.858
BACHELOR OF SCIENCE IN AGRICULTURAL EDUCATION & EXTENSION,MURANG'A UNIVERSITY OF TECHNOLOGY,Murang’a County,1246417,,27.105,24.829,16.791,17.459,17.043,21.858
BACHELOR OF SCIENCE (AGRICULTURE EDUCATION & EXTENSION),THARAKA UNIVERSITY,Tharaka-Nithi County,1685417,,,24.829,16.791,17.459,17.043,21.858
BACHELOR OF SCIENCE (AGRICULTURE EDUCATION AND EXTENSION),TURKANA UNIVERSITY COLLEGE,Unknown,1570417,,,,16.791,17.459,17.043,21.858
BACHELOR OF AGRICULTURAL EDUCATION AND EXTENSION,KABARAK UNIVERSITY,Nakuru County,1061417,,,,,17.459,17.043,21.858
BACHELOR OF SCIENCE (INTEGRATED FOREST RESOURCES MANAGEMENT),EGERTON UNIVERSITY,Nakuru County,1057419,27.655,,31.167,16.791,17.459,17.043,15.864
BACHELOR OF ARTS (HISTORY),EGERTON UNIVERSITY,Nakuru County,1057522,,,,,,,
BACHELOR OF ARTS (HISTORY),KISII UNIVERSITY,Kisii County,1087522,,25.009,24.971,27.17,22.627,24.554,21.123
BACHELOR OF ARTS (HISTORY),MAASAI MARA UNIVERSITY,Unknown,1165522,,,,26.923,22.627,21.604,21.123
BACHELOR OF ARTS (HISTORY),RONGO UNIVERSITY,Unknown,1073522,,,,,,,
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF ARTS (HISTORY),PWANI UNIVERSITY,Unknown,1117522,26.235,25.004,24.308,26.989,22.627,21.604,21.123
BACHELOR OF ARTS IN HISTORY,"UNIVERSITY OF EASTERN AFRICA, BARATON",Unknown,1181522,,,,,,,
BACHELOR OF ARTS IN HISTORY,CATHOLIC UNIVERSITY OF EASTERN  AFRICA,Nairobi County,1480522,,24.657,24.773,25.906,22.627,21.604,21.123
BACHELOR OF ARTS IN HISTORY & INTERNATIONAL STUDIES,EGERTON UNIVERSITY,Nakuru County,1057622,27.828,28.554,29.565,29.295,22.627,24.756,21.123
BACHELOR OF ARTS IN HISTORY & INTERNATIONAL STUDIES,PWANI UNIVERSITY,Unknown,1117622,,,,,,,
BACHELOR OF SCIENCE IN ANIMAL HEALTH MANAGEMENT,EGERTON UNIVERSITY,Nakuru County,1057689,29.005,23.403,27.2,30.086,28.339,30.215,27.902
BACHELOR OF SCIENCE (WATER AND ENVIRONMENTAL ENGINEERING),EGERTON UNIVERSITY,Nakuru County,1057B64,31.943,28.761,33.059,26.93,16.787,15.982,15.683
BACHELOR OF SCIENCE (WATER AND ENVIRONMENTAL ENGINEERING),JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249B64,,,,,16.787,15.982,15.683
BACHELOR OF SCIENCE IN SOIL ENVIRONMENT & LAND USE MANAGEMENT),EGERTON UNIVERSITY,Nakuru County,1057B65,,30.854,27.546,16.791,17.459,17.043,15.864
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063116,40.165,38.632,40.076,39.44,36.844,38.702,38.391
BACHELOR OF SCIENCE (CIVIL ENGINEERING),KENYATTA UNIVERSITY,Nairobi County,1111116,43.255,42.295,43.178,42.336,41.517,42.148,42.574
BACHELOR OF ENGINEERING (CIVIL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,Unknown,1112116,42.147,42.004,42.523,41.613,40.771,41.524,41.924
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,MACHAKOS UNIVERSITY,Machakos County,1170116,38.94,37.693,38.854,38.737,35.54,37.584,38.015
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,Nyeri County,1173116,41.388,39.849,41.141,41.08,36.958,39.769,39.863
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249116,43.386,42.661,43.437,42.041,42.143,42.178,42.618
BACHELOR OF SCIENCE (CIVIL ENGINEERING),UNIVERSITY OF NAIROBI,Nairobi County,1263116,43.717,43.447,44.167,42.812,42.723,43.091,43.463
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,MULTIMEDIA UNIVERSITY OF KENYA,Nairobi County,1164116,40.548,39.829,40.645,40.834,36.413,38.924,39.11
BACHELOR OF SCIENCE (CIVIL ENGINEERING),SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166116,,,,29.333,35.498,35.858,34.851
BACHELOR OF SCIENCE (CIVIL ENGINEERING),TAITA TAVETA UNIVERSITY,Unknown,1091116,,,,,,,28.212
BACHELOR OF SCIENCE IN CIVIL ENGINEERING,MURANG'A UNIVERSITY OF TECHNOLOGY,Murang’a County,1246116,,,,,,,32.717
BACHELOR OF SCIENCE IN ELECTRICAL & ELECTRONIC ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063117,39.723,39.313,39.781,39.034,37.048,37.437,35.82
BACHELOR OF SCIENCE (ELECTRICAL & ELECTRONICS ENGINEERING),KENYATTA UNIVERSITY,Nairobi County,1111117,43.34,42.287,43.202,42.122,40.965,42.125,42.275
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,MACHAKOS UNIVERSITY,Machakos County,1170117,38.758,37.414,38.332,38.305,34.515,36.857,36.144
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,Nyeri County,1173117,41.397,39.554,40.142,40.274,38.127,39.454,38.823
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONIC ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249117,43.891,42.965,43.407,42.379,41.272,42.291,42.434
BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONIC ENGINEERING),UNIVERSITY OF NAIROBI,Nairobi County,1263117,43.559,42.974,43.787,42.596,41.218,42.776,43.003
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,CHUKA UNIVERSITY,Tharaka-Nithi County,1105117,35.203,37.6,38.641,38.916,34.397,37.673,35.699
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,MURANG'A UNIVERSITY OF TECHNOLOGY,Murang’a County,1246117,31.826,36.021,37.001,37.774,32.646,36.165,35.502
BACHELOR OF SCIENCE (ELECTRICAL AND ELECTRONICS ENGINEERING),SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166117,,,,29.166,34.105,34.532,32.815
BACHELOR OF SCIENCE IN ELECTRICAL AND ELECTRONICS ENGINEERING,EGERTON UNIVERSITY,Nakuru County,1057117,,,,,,,36.804
BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063118,37.882,37.204,38.228,38.131,34.401,36.813,37.156
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF ENGINEERING (MECHANICAL ENGINEERING),TECHNICAL UNIVERSITY OF KENYA,Unknown,1112118,41.083,40.941,41.679,39.806,39.851,40.186,39.887
BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,MACHAKOS UNIVERSITY,Machakos County,1170118,37.638,35.738,37.342,37.378,31.835,35.198,35.444
BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,Nyeri County,1173118,39.472,37.678,39.134,38.74,36.161,37.987,37.487
BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Kiambu County,1249118,42.266,41.568,42.254,41.394,40.381,41.449,41.45
BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),UNIVERSITY OF NAIROBI,Nairobi County,1263118,41.756,41.766,42.395,41.675,40.593,41.321,41.835
BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),KENYATTA UNIVERSITY,Nairobi County,1111118,41.366,40.806,41.879,40.495,40.409,41.033,41.109
BACHELOR OF SCIENCE (MECHANICAL ENGINEERING),SOUTH EASTERN KENYA UNIVERSITY,Kitui County,1166118,,,,27.292,31.256,33.403,31.83
BACHELOR OF SCIENCE IN TOURISM MANAGEMENT,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063157,24.367,24.587,24.636,22.361,27.029,26.594,23.801
BACHELOR OF TOURISM MANAGEMENT,RONGO UNIVERSITY,Unknown,1073157,,24.418,24.749,22.361,22.544,24.248,22.806
BACHELOR OF TOURISM MANAGEMENT,CHUKA UNIVERSITY,Tharaka-Nithi County,1105222,25.374,24.443,24.821,22.361,25.712,26.854,24.284
BACHELOR OF TECHNOLOGY (TOURISM MANAGEMENT),TECHNICAL UNIVERSITY OF KENYA,Unknown,1112157,31.081,28.637,32.337,28.484,30.119,31.035,28.064
BACHELOR OF TOURISM MANAGEMENT,UNIVERSITY OF ELDORET,Uasin Gishu County,1114157,25.067,24.536,24.495,22.361,25.445,25.923,23.155
BACHELOR OF TOURISM MANAGEMENT,UNIVERSITY OF KABIANGA,Kericho County,1118157,,25.394,24.516,22.361,23.031,23.184,21.375
BACHELOR OF TOURISM MANAGEMENT,MAASAI MARA UNIVERSITY,Unknown,1165157,25.141,25.244,25.297,22.361,25.744,27.905,25.915
BACHELOR OF TOURISM MANAGEMENT,KARATINA UNIVERSITY,Nyeri County,1244157,,24.625,24.892,22.361,23.763,22.836,21.375
BACHELOR OF TOURISM MANAGEMENT,MOI UNIVERSITY,Uasin Gishu County,1253157,28.915,25.469,27.085,22.361,25.815,25.632,22.394
BACHELOR OF SCIENCE (TOURISM MANAGEMENT),PWANI UNIVERSITY,Unknown,1117157,25.566,24.642,,,,,
BACHELOR OF SCIENCE (TOURISM MANAGEMENT),MURANG'A UNIVERSITY OF TECHNOLOGY,Murang’a County,1246157,24.915,24.743,24.829,22.361,22.544,23.085,21.375
BACHELOR OF TOURISM MANAGEMENT,THARAKA UNIVERSITY,Tharaka-Nithi County,1685157,,,25.255,,,,
BACHELOR OF SCIENCE IN TOURISM MANAGEMENT,ALUPE UNIVERSITY,Unknown,1600157,,,,,22.544,,
BACHELOR OF TECHNOLOGY IN INFORMATION & COMMUNICATION TECHNOLOGY,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063158,31.205,22.618,26.764,28.898,27.663,25.451,26.749
BACHELOR OF SCIENCE (INFORMATION AND COMMUNICATION TECHNOLOGY),LAIKIPIA UNIVERSITY,Unknown,1176158,26.79,22.896,24.5,25.504,19.223,18.638,22.972
BACHELOR OF INFORMATION COMMUNICATION TECHNOLOGY,SCOTT CHRISTIAN UNIVERSITY,Unknown,1090158,,23.602,22.935,19.481,19.223,18.638,18.814
BACHELOR OF SCIENCE (INFORMATION AND COMMUNICATION TECHNOLOGY MANAGEMENT),MASENO UNIVERSITY,Kisumu County,1229158,32.376,27.516,29.456,30.112,29.316,29.767,28.658
BACHELOR OF SCIENCE (INFORMATION AND COMMUNICATION TECHNOLOGY),JARAMOGI OGINGA ODINGA UNIVERSITY OF SCIENCE AND TECHNOLOGY,Siaya County,1053158,26.659,25.418,26.033,27.073,25.253,22.415,24.975
BACHELOR OF SCIENCE (INFORMATION AND COMMUNICATION TECHNOLOGY),KCA UNIVERSITY,Nairobi County,1103158,,,,23.086,25.901,18.638,22.216
BACHELOR OF JOURNALISM & MASS COMMUNICATION,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063181,31.554,30.517,32.533,32.945,32.703,32.201,29.885
BACHELOR OF JOURNALISM & MASS COMMUNICATION,MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082181,29.923,29.275,30.977,31.371,29.253,30.615,28.014
BACHELOR OF ARTS IN JOURNALISM AND MASS COMMUNICATION,CHUKA UNIVERSITY,Tharaka-Nithi County,1105385,25.949,28.98,30.536,31.751,30.471,32.408,29.127
BACHELOR OF JOURNALISM AND MASS COMMUNICATION,KIBABII UNIVERSITY,Unknown,1108181,27.956,26.866,29.033,29.608,28.171,29.587,23.688
BACHELOR OF JOURNALISM AND MASS COMMUNICATION,UNIVERSITY OF NAIROBI,Nairobi County,1263181,34.941,35.016,37.153,37.107,35.592,34.056,29.254
BACHELOR OF JOURNALISM & MASS COMMUNICATION,KENYA ASSEMBLIES OF GOD EAST UNIVERSITY,Unknown,1555181,,,,,,,
BACHELOR OF SCIENCE(JOURNALISM AND MEDIA STUDIES),MOI UNIVERSITY,Uasin Gishu County,1253181,,,29.482,,,,
BACHELOR OF ARTS IN JOURNALISM AND MASS COMMUNICATION,THARAKA UNIVERSITY,Tharaka-Nithi County,1685181,,,25.448,27.891,26.463,27.648,23.425
PROGRAMME NAME,INSTITUTION NAME,Unknown,PROG CODE,,,,,,,
BACHELOR OF  MEDICAL LABORATORY SCIENCES,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063194,28.826,32.909,33.816,35.228,33.589,35.103,35.897
BACHELOR OF TECHNOLOGY (MEDICAL LABORATORY SCIENCE),TECHNICAL UNIVERSITY OF KENYA,Unknown,1112383,28.004,32.092,35.09,36.785,37.268,37.612,38.712
BACHELOR OF TECHNOLOGY IN HOSPITALITY MANAGEMENT,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063225,25.213,24.629,24.688,22.361,24.417,23.636,21.375
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,TECHNICAL UNIVERSITY OF MOMBASA,Unknown,1063232,31.332,26.393,29.609,30.755,30.552,31.706,29.323
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,KIRINYAGA UNIVERSITY,Kirinyaga County,1079232,24.029,23.197,22.806,22.84,19.223,18.638,21.468
BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),MASINDE MULIRO UNIVERSITY OF SCIENCE & TECHNOLOGY,Unknown,1082232,29.351,30.109,30.45,31.074,30.486,31.838,29.277
BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),TAITA TAVETA UNIVERSITY,Unknown,1091232,,22.445,22.859,19.481,19.223,18.638,18.814
BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),KIBABII UNIVERSITY,Unknown,1108232,23.291,25.699,23.035,25.094,19.223,22.458,24.337
BACHELOR OF TECHNOLOGY (INFORMATION TECHNOLOGY),TECHNICAL UNIVERSITY OF KENYA,Unknown,1112232,35.976,35.139,36.84,37.351,36.852,38.039,36.399
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,UNIVERSITY OF ELDORET,Uasin Gishu County,1114232,29.281,30.586,31.599,30.303,29.468,30.339,30.177
BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),UNIVERSITY OF KABIANGA,Kericho County,1118232,24.511,24.717,25.528,25.676,27.635,27.013,23.51
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,MULTIMEDIA UNIVERSITY OF KENYA,Nairobi County,1164232,34.976,34.753,35.365,35.539,34.607,35.394,35.385
BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),MACHAKOS UNIVERSITY,Machakos County,1170232,28.773,27.392,28.043,28.923,29.082,31.083,29.664
BACHELOR OF SCIENCE IN INFORMATION TECHNOLOGY,DEDAN KIMATHI UNIVERSITY OF TECHNOLOGY,Nyeri County,1173232,32.738,31.998,32.587,33.588,33.78,34.511,33.591
BACHELOR OF SCIENCE (INFORMATION TECHNOLOGY),MASENO UNIVERSITY,Kisumu County,1229232,32.682,29.4,30.768,31.732,29.849,33.019,31.702
